id_igre,imena,rating,rezultat,st_potez,leto,poteze 
13048808,Magnus Carlsen vs. Boris Gelfand,"(2801) , (2758)",&frac12;-&frac12;,74,2009,1. d4 Nf6 2. c4 e6 3. Nc3 c5
13040870,Magnus Carlsen vs. Dmitry Jakovenko,"(2772) , (2742)",1-0,38,2009,1. d4 d5 2. c4 e6 3. Nc3 Be7
4494566,Magnus Carlsen vs. Arkadij Naiditsch,"(2772) , (2697)",1-0,60,2009,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6
13048805,Magnus Carlsen vs. Arkadij Naiditsch,"(2801) , (2689)",1-0,50,2009,1. e4 e5 2. Nf3 Nc6 3. d4 exd4
13040864,Magnus Carlsen vs. Wang Yue,"(2772) , (2736)",1-0,69,2009,1. d4 d5 2. c4 c6 3. Nf3 Nf6
13052156,Nigel D Short vs. Magnus Carlsen,"(2707) , (2801)",&frac12;-&frac12;,71,2008,1. e4 c5 2. Nf3 d6 3. d4 cxd4
4445181,Gata Kamsky vs. Magnus Carlsen,"(2723) , (2775)",0-1,50,2008,1. d4 Nf6 2. Nf3 e6 3. Bf4 c5
4440062,Etienne Bacrot vs. Magnus Carlsen,"(2691) , (2775)",&frac12;-&frac12;,96,0,1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7
4425727,Teimour Radjabov vs. Magnus Carlsen,"(2751) , (2765)",0-1,82,0,1. d4 Nf6 2. c4 e6 3. g3 d5
4431415,Peter Svidler vs. Magnus Carlsen,"(2746) , (2765)",&frac12;-&frac12;,64,0,1. e4 c5 2. Nf3 d6 3. d4 cxd4
4440064,Leinier Dominguez Perez vs. Magnus Carlsen,"(2708) , (2775)",&frac12;-&frac12;,20,0,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
4420775,Boris Gelfand vs. Magnus Carlsen,"(2737) , (2733)",0,0,0,0
15772605,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4432829,Pavel Eljanov vs. Magnus Carlsen,"(2687) , (2765)",0,0,0,0
15772601,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4412088,Vassily Ivanchuk vs. Magnus Carlsen,"(2751) , (2733)",0,0,0,0
4420790,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2760) , (2733)",0,0,0,0
4445361,Boris Grachev vs. Magnus Carlsen,"(2640) , (2775)",0,0,0,0
4420779,Veselin Topalov vs. Magnus Carlsen,"(2780) , (2733)",0,0,0,0
4419752,Sergey Karjakin vs. Magnus Carlsen,"(2732) , (2733)",0,0,0,0
4457891,Alexander Huzman vs. Magnus Carlsen,"(2590) , (2786)",0,0,0,0
4445379,Peter Svidler vs. Magnus Carlsen,"(2738) , (2775)",0,0,0,0
4445343,Peter Leko vs. Magnus Carlsen,"(2741) , (2775)",0,0,0,0
4419741,Vassily Ivanchuk vs. Magnus Carlsen,"(2751) , (2733)",0,0,0,0
4439959,Alexander Morozevich vs. Magnus Carlsen,"(2788) , (2775)",0,0,0,0
4420757,Viswanathan Anand vs. Magnus Carlsen,"(2799) , (2733)",0,0,0,0
4439954,Judit Polgar vs. Magnus Carlsen,"(2711) , (2775)",0,0,0,0
4439951,Viswanathan Anand vs. Magnus Carlsen,"(2798) , (2775)",0,0,0,0
4445325,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2742) , (2775)",0,0,0,0
4419725,Loek van Wely vs. Magnus Carlsen,"(2681) , (2733)",0,0,0,0
4418242,Vassily Ivanchuk vs. Magnus Carlsen,"(2751) , (2733)",0,0,0,0
4412100,Veselin Topalov vs. Magnus Carlsen,"(2780) , (2733)",0,0,0,0
4439944,Viswanathan Anand vs. Magnus Carlsen,"(2798) , (2775)",0,0,0,0
4426983,Etienne Bacrot vs. Magnus Carlsen,"(2705) , (2765)",0,0,0,0
4458486,Sebastien Feller vs. Magnus Carlsen,"(2526) , (2786)",0,0,0,0
4457458,Teimour Radjabov vs. Magnus Carlsen,"(2751) , (2786)",0,0,0,0
4445424,Anatoly Karpov vs. Magnus Carlsen,"(2651) , (2775)",0,0,0,0
4458478,Anatoly Karpov vs. Magnus Carlsen,"(2651) , (2786)",0,0,0,0
4458476,Hikaru Nakamura vs. Magnus Carlsen,"(2704) , (2786)",0,0,0,0
4445163,Alexander Morozevich vs. Magnus Carlsen,"(2788) , (2775)",0,0,0,0
4425707,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2752) , (2765)",0,0,0,0
4445415,Vassily Ivanchuk vs. Magnus Carlsen,"(2781) , (2775)",0,0,0,0
4426972,Alexander Grischuk vs. Magnus Carlsen,"(2716) , (2765)",0,0,0,0
4415688,Alexei Shirov vs. Magnus Carlsen,"(2755) , (2733)",0,0,0,0
4425692,Peter Svidler vs. Magnus Carlsen,"(2746) , (2765)",0,0,0,0
4445397,Sergey Karjakin vs. Magnus Carlsen,"(2727) , (2775)",0,0,0,0
4462292,Ziaur Rahman vs. Magnus Carlsen,"(2510) , (2786)",0,0,0,0
4418257,Peter Leko vs. Magnus Carlsen,"(2753) , (2733)",0,0,0,0
4463566,Ahmed Adly vs. Magnus Carlsen,"(2586) , (2786)",0,0,0,0
4432845,Liviu-Dieter Nisipeanu vs. Magnus Carlsen,"(2684) , (2765)",0,0,0,0
4426955,Sergey Karjakin vs. Magnus Carlsen,"(2732) , (2765)",0,0,0,0
4418250,Viswanathan Anand vs. Magnus Carlsen,"(2799) , (2733)",0,0,0,0
4460940,Wang Yue vs. Magnus Carlsen,"(2736) , (2786)",0,0,0,0
4439942,Viswanathan Anand vs. Magnus Carlsen,"(2798) , (2775)",0,0,0,0
4445442,Sergei Movsesian vs. Magnus Carlsen,"(2723) , (2775)",0,0,0,0
4438043,Alexander Onischuk vs. Magnus Carlsen,"(2670) , (2775)",0,0,0,0
4447025,Viswanathan Anand vs. Magnus Carlsen,"(2798) , (2775)",0,0,0,0
4447017,Vassily Ivanchuk vs. Magnus Carlsen,"(2781) , (2775)",0,0,0,0
4412713,Vladimir Kramnik vs. Magnus Carlsen,"(2799) , (2733)",0,0,0,0
4462121,Tomi Nyback vs. Magnus Carlsen,"(2634) , (2786)",0,0,0,0
4447014,Levon Aronian vs. Magnus Carlsen,"(2737) , (2775)",0,0,0,0
4464930,Jens-Uwe Maiwald vs. Magnus Carlsen,"(2508) , (2786)",0,0,0,0
4445217,Ruslan Ponomariov vs. Magnus Carlsen,"(2718) , (2775)",0,0,0,0
4438047,Yannick Pelletier vs. Magnus Carlsen,"(2569) , (2775)",0,0,0,0
4412698,Loek van Wely vs. Magnus Carlsen,"(2681) , (2733)",0,0,0,0
4433987,Dmitry Jakovenko vs. Magnus Carlsen,"(2711) , (2765)",0,0,0,0
4458265,Hikaru Nakamura vs. Magnus Carlsen,"(2704) , (2786)",0,0,0,0
4458516,Vassily Ivanchuk vs. Magnus Carlsen,"(2786) , (2786)",0,0,0,0
4458515,Vassily Ivanchuk vs. Magnus Carlsen,"(2786) , (2786)",0,0,0,0
4457746,Vassily Ivanchuk vs. Magnus Carlsen,"(2786) , (2786)",0,0,0,0
4412689,Peter Leko vs. Magnus Carlsen,"(2753) , (2733)",0,0,0,0
4445199,Vladimir Kramnik vs. Magnus Carlsen,"(2788) , (2775)",0,0,0,0
4458508,Bu Xiangzhi vs. Magnus Carlsen,"(2714) , (2786)",0,0,0,0
4460806,Georg Meier vs. Magnus Carlsen,"(2558) , (2786)",0,0,0,0
4445235,Evgeny Alekseev vs. Magnus Carlsen,"(2708) , (2775)",0,0,0,0
4445253,Pavel Eljanov vs. Magnus Carlsen,"(2716) , (2775)",0,0,0,0
4420737,Levon Aronian vs. Magnus Carlsen,"(2739) , (2733)",0,0,0,0
4421743,Alexander Morozevich vs. Magnus Carlsen,"(2765) , (2733)",0,0,0,0
4411521,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2760) , (2733)",0,0,0,0
4445307,Alexander Grischuk vs. Magnus Carlsen,"(2728) , (2775)",0,0,0,0
4421755,Peter Leko vs. Magnus Carlsen,"(2753) , (2733)",0,0,0,0
4416886,Teimour Radjabov vs. Magnus Carlsen,"(2735) , (2733)",0,0,0,0
4416884,Veselin Topalov vs. Magnus Carlsen,"(2780) , (2733)",0,0,0,0
4445298,Boris Gelfand vs. Magnus Carlsen,"(2720) , (2775)",0,0,0,0
4430706,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4430704,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4430702,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4437067,Evgeny Alekseev vs. Magnus Carlsen,"(2708) , (2775)",0,0,0,0
4430700,Peter Leko vs. Magnus Carlsen,"(2741) , (2765)",0,0,0,0
4418664,Levon Aronian vs. Magnus Carlsen,"(2739) , (2733)",0,0,0,0
4445280,Vladislav Tkachiev vs. Magnus Carlsen,"(2664) , (2775)",0,0,0,0
4421728,Vladimir Kramnik vs. Magnus Carlsen,"(2799) , (2733)",0,0,0,0
4448339,Teimour Radjabov vs. Magnus Carlsen,"(2744) , (2775)",0,0,0,0
4448336,Veselin Topalov vs. Magnus Carlsen,"(2777) , (2775)",0,0,0,0
4434000,Sergey Karjakin vs. Magnus Carlsen,"(2732) , (2765)",0,0,0,0
4415567,Mateusz Bartel vs. Magnus Carlsen,"(2613) , (2733)",0,0,0,0
4411536,Michael Adams vs. Magnus Carlsen,"(2726) , (2733)",0,0,0,0
4462823,Jonathan Rowson vs. Magnus Carlsen,"(2596) , (2786)",0,0,0,0
4440068,Magnus Carlsen vs. Alexander Onischuk,"(2775) , (2670)",0,0,0,0
4439961,Magnus Carlsen vs. Judit Polgar,"(2775) , (2711)",0,0,0,0
4445370,Magnus Carlsen vs. Ruslan Ponomariov,"(2775) , (2718)",0,0,0,0
4432822,Magnus Carlsen vs. Loek van Wely,"(2765) , (2677)",0,0,0,0
4420788,Magnus Carlsen vs. Viswanathan Anand,"(2733) , (2799)",0,0,0,0
4412078,Magnus Carlsen vs. Levon Aronian,"(2733) , (2739)",0,0,0,0
4445352,Magnus Carlsen vs. Vladimir Kramnik,"(2775) , (2788)",0,0,0,0
4420767,Magnus Carlsen vs. Levon Aronian,"(2733) , (2739)",0,0,0,0
4419743,Magnus Carlsen vs. Loek van Wely,"(2733) , (2681)",0,0,0,0
4424604,Magnus Carlsen vs. Wang Yue,"(2765) , (2689)",0,0,0,0
4420760,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2733) , (2760)",0,0,0,0
4415682,Magnus Carlsen vs. Vassily Ivanchuk,"(2733) , (2751)",0,0,0,0
4445334,Magnus Carlsen vs. Gata Kamsky,"(2775) , (2723)",0,0,0,0
4419734,Magnus Carlsen vs. Sergey Karjakin,"(2733) , (2732)",0,0,0,0
4439956,Magnus Carlsen vs. Viswanathan Anand,"(2775) , (2798)",0,0,0,0
4439952,Magnus Carlsen vs. Alexander Morozevich,"(2775) , (2788)",0,0,0,0
4420749,Magnus Carlsen vs. Veselin Topalov,"(2733) , (2780)",0,0,0,0
4462476,Magnus Carlsen vs. David Navara,"(2786) , (2633)",0,0,0,0
4419722,Magnus Carlsen vs. Vassily Ivanchuk,"(2733) , (2751)",0,0,0,0
4439945,Magnus Carlsen vs. Viswanathan Anand,"(2775) , (2798)",0,0,0,0
4412092,Magnus Carlsen vs. Judit Polgar,"(2733) , (2707)",0,0,0,0
4432834,Magnus Carlsen vs. Alexei Shirov,"(2765) , (2740)",0,0,0,0
4420744,Magnus Carlsen vs. Boris Gelfand,"(2733) , (2737)",0,0,0,0
4445154,Magnus Carlsen vs. Alexander Grischuk,"(2775) , (2728)",0,0,0,0
4445433,Magnus Carlsen vs. Vladislav Tkachiev,"(2775) , (2664)",0,0,0,0
4425721,Magnus Carlsen vs. Vugar Gashimov,"(2765) , (2679)",0,0,0,0
4445172,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2775) , (2742)",0,0,0,0
4458482,Magnus Carlsen vs. Teimour Radjabov,"(2786) , (2751)",0,0,0,0
4425710,Magnus Carlsen vs. Gata Kamsky,"(2765) , (2726)",0,0,0,0
4458473,Magnus Carlsen vs. Hou Yifan,"(2786) , (2578)",0,0,0,0
4425702,Magnus Carlsen vs. Ernesto Inarkiev,"(2765) , (2684)",0,0,0,0
4454371,Magnus Carlsen vs. Sergei Movsesian,"(2786) , (2732)",0,0,0,0
4426975,Magnus Carlsen vs. Michael Adams,"(2765) , (2729)",0,0,0,0
4432837,Magnus Carlsen vs. Evgeny Alekseev,"(2765) , (2711)",0,0,0,0
4445406,Magnus Carlsen vs. Pavel Eljanov,"(2775) , (2716)",0,0,0,0
4426965,Magnus Carlsen vs. David Navara,"(2765) , (2672)",0,0,0,0
4432848,Magnus Carlsen vs. Alexander Onischuk,"(2765) , (2664)",0,0,0,0
4445388,Magnus Carlsen vs. Evgeny Alekseev,"(2775) , (2708)",0,0,0,0
4461260,Magnus Carlsen vs. Shakhriyar Mamedyarov,"(2786) , (2731)",0,0,0,0
4418249,Magnus Carlsen vs. Alexei Shirov,"(2733) , (2755)",0,0,0,0
4415689,Magnus Carlsen vs. Viswanathan Anand,"(2733) , (2799)",0,0,0,0
4412105,Magnus Carlsen vs. Boris Gelfand,"(2733) , (2737)",0,0,0,0
4426951,Magnus Carlsen vs. Ivan Cheparinov,"(2765) , (2696)",0,0,0,0
4411529,Magnus Carlsen vs. Pavel Eljanov,"(2733) , (2692)",0,0,0,0
4445190,Magnus Carlsen vs. Peter Leko,"(2775) , (2741)",0,0,0,0
4439943,Magnus Carlsen vs. Viswanathan Anand,"(2775) , (2798)",0,0,0,0
4412704,Magnus Carlsen vs. Viswanathan Anand,"(2733) , (2799)",0,0,0,0
4431408,Magnus Carlsen vs. Vassily Ivanchuk,"(2765) , (2740)",0,0,0,0
4447023,Magnus Carlsen vs. Teimour Radjabov,"(2775) , (2744)",0,0,0,0
4412718,Magnus Carlsen vs. Teimour Radjabov,"(2733) , (2735)",0,0,0,0
4447020,Magnus Carlsen vs. Veselin Topalov,"(2775) , (2777)",0,0,0,0
4445226,Magnus Carlsen vs. Peter Svidler,"(2775) , (2738)",0,0,0,0
4462633,Magnus Carlsen vs. Alexander G Beliavsky,"(2786) , (2619)",0,0,0,0
4438052,Magnus Carlsen vs. Evgeny Alekseev,"(2775) , (2708)",0,0,0,0
4415520,Magnus Carlsen vs. Artur Yusupov,"(2733) , (2585)",0,0,0,0
4458270,Magnus Carlsen vs. Almira Skripchenko,"(2786) , (2455)",0,0,0,0
4445244,Magnus Carlsen vs. Sergey Karjakin,"(2775) , (2727)",0,0,0,0
4438044,Magnus Carlsen vs. Leinier Dominguez Perez,"(2775) , (2708)",0,0,0,0
4445208,Magnus Carlsen vs. Boris Grachev,"(2775) , (2640)",0,0,0,0
4438039,Magnus Carlsen vs. Etienne Bacrot,"(2775) , (2691)",0,0,0,0
4458262,Magnus Carlsen vs. Humpy Koneru,"(2786) , (2618)",0,0,0,0
4458517,Magnus Carlsen vs. Vassily Ivanchuk,"(2786) , (2786)",0,0,0,0
4458514,Magnus Carlsen vs. Vassily Ivanchuk,"(2786) , (2786)",0,0,0,0
4458509,Magnus Carlsen vs. Bu Xiangzhi,"(2786) , (2714)",0,0,0,0
4445451,Magnus Carlsen vs. Boris Gelfand,"(2775) , (2720)",0,0,0,0
4445316,Magnus Carlsen vs. Alexander Morozevich,"(2775) , (2788)",0,0,0,0
4447029,Magnus Carlsen vs. Levon Aronian,"(2775) , (2737)",0,0,0,0
4461092,Magnus Carlsen vs. Michael Adams,"(2786) , (2734)",0,0,0,0
4437063,Magnus Carlsen vs. Yannick Pelletier,"(2775) , (2569)",0,0,0,0
4430701,Magnus Carlsen vs. Peter Leko,"(2765) , (2741)",0,0,0,0
4421761,Magnus Carlsen vs. Alexander Morozevich,"(2733) , (2765)",0,0,0,0
4433998,Magnus Carlsen vs. Andrei Volokitin,"(2765) , (2684)",0,0,0,0
4416891,Magnus Carlsen vs. Levon Aronian,"(2733) , (2739)",0,0,0,0
4460667,Magnus Carlsen vs. Markus Ragger,"(2786) , (2518)",0,0,0,0
4457592,Magnus Carlsen vs. Peter Svidler,"(2786) , (2727)",0,0,0,0
4430707,Magnus Carlsen vs. Peter Leko,"(2765) , (2741)",&frac12;-&frac12;,36,2007,1. e4 c5 2. Nf3 d6 3. d4 cxd4
4430705,Magnus Carlsen vs. Peter Leko,"(2765) , (2741)",&frac12;-&frac12;,89,2007,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
4421745,Magnus Carlsen vs. Vladimir Kramnik,"(2733) , (2799)",&frac12;-&frac12;,24,0,1. e4 c5 2. c3 Nf6 3. e5 Nd5
4416879,Magnus Carlsen vs. Peter Leko,"(2733) , (2753)",0,0,0,0
4430703,Magnus Carlsen vs. Peter Leko,"(2765) , (2741)",0,0,0,0
4418668,Magnus Carlsen vs. Teimour Radjabov,"(2733) , (2735)",0,0,0,0
4454240,Magnus Carlsen vs. Dimitrios Mastrovasilis,"(2786) , (2572)",0,0,0,0
4448334,Magnus Carlsen vs. Vassily Ivanchuk,"(2775) , (2781)",0,0,0,0
4445289,Magnus Carlsen vs. Sergei Movsesian,"(2775) , (2723)",0,0,0,0
4448343,Magnus Carlsen vs. Viswanathan Anand,"(2775) , (2798)",0,0,0,0
4445271,Magnus Carlsen vs. Anatoly Karpov,"(2775) , (2651)",0,0,0,0
4464994,Magnus Carlsen vs. Bartosz Socko,"(2786) , (2631)",0,0,0,0
4418661,Magnus Carlsen vs. Veselin Topalov,"(2733) , (2780)",0,0,0,0
4421737,Magnus Carlsen vs. Peter Leko,"(2733) , (2753)",0,0,0,0
4369984,Alexander Morozevich vs. Magnus Carlsen,"(2741) , (2690)",0,0,0,0
14764827,Brede Andre Larsen Hagen vs. Magnus Carlsen,"(2034) , (2710)",0,0,0,0
4406042,Boris Gelfand vs. Magnus Carlsen,"(2736) , (2714)",0,0,0,0
4373021,Robert Kempinski vs. Magnus Carlsen,"(2590) , (2690)",0,0,0,0
4406311,Alexander Grischuk vs. Magnus Carlsen,"(2715) , (2714)",0,0,0,0
4406571,Leinier Dominguez Perez vs. Magnus Carlsen,"(2683) , (2714)",0,0,0,0
4383788,Arkadij Naiditsch vs. Magnus Carlsen,"(2654) , (2693)",0,0,0,0
4406063,Vassily Ivanchuk vs. Magnus Carlsen,"(2787) , (2714)",0,0,0,0
4406066,Michael Adams vs. Magnus Carlsen,"(2729) , (2714)",0,0,0,0
4388921,Judit Polgar vs. Magnus Carlsen,"(2707) , (2710)",0,0,0,0
15258993,Sergei Tiviakov vs. Magnus Carlsen,"(2667) , (2690)",0,0,0,0
4388933,Alexander Motylev vs. Magnus Carlsen,"(2648) , (2710)",&frac12;-&frac12;,35,2007,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6
4369990,Viswanathan Anand vs. Magnus Carlsen,"(2779) , (2690)",0-1,72,0,1. d4 Nf6 2. Nf3 e6 3. c4 b6
4406087,Alexei Shirov vs. Magnus Carlsen,"(2739) , (2714)",0,0,0,0
4403788,Kaido Kulaots vs. Magnus Carlsen,"(2547) , (2714)",0,0,0,0
4388942,Alexander Grischuk vs. Magnus Carlsen,"(2726) , (2710)",0,0,0,0
4406108,Aleksey Dreev vs. Magnus Carlsen,"(2607) , (2714)",0,0,0,0
4371554,Boris Gelfand vs. Magnus Carlsen,"(2733) , (2690)",0,0,0,0
4371563,Francisco Vallejo Pons vs. Magnus Carlsen,"(2679) , (2690)",0,0,0,0
4391791,Karsten Larsen vs. Magnus Carlsen,"(2307) , (2710)",0,0,0,0
4404759,Dmitry Jakovenko vs. Magnus Carlsen,"(2710) , (2714)",0,0,0,0
4402295,Pentala Harikrishna vs. Magnus Carlsen,"(2668) , (2714)",0,0,0,0
4407575,Gata Kamsky vs. Magnus Carlsen,"(2714) , (2714)",0,0,0,0
4475377,Peter Heine Nielsen vs. Magnus Carlsen,"(2651) , (2690)",0,0,0,0
14839573,Sergey Karjakin vs. Magnus Carlsen,"(2678) , (2690)",0,0,0,0
4405763,Zhao Zong-Yuan vs. Magnus Carlsen,"(2491) , (2714)",0,0,0,0
4372219,Peter Leko vs. Magnus Carlsen,"(2749) , (2690)",0,0,0,0
4376570,Eduardas Rozentalis vs. Magnus Carlsen,"(2578) , (2693)",0,0,0,0
4372209,Vassily Ivanchuk vs. Magnus Carlsen,"(2750) , (2690)",0,0,0,0
4406141,Rustam Kasimdzhanov vs. Magnus Carlsen,"(2690) , (2714)",0,0,0,0
4406000,Etienne Bacrot vs. Magnus Carlsen,"(2695) , (2714)",0,0,0,0
4376559,Gawain C B Jones vs. Magnus Carlsen,"(2518) , (2693)",0,0,0,0
4475375,Peter Heine Nielsen vs. Magnus Carlsen,"(2651) , (2690)",0,0,0,0
4475373,Emanuel Berg vs. Magnus Carlsen,"(2586) , (2690)",0,0,0,0
4406273,Alexander Morozevich vs. Magnus Carlsen,"(2755) , (2714)",0,0,0,0
4407554,Michael Adams vs. Magnus Carlsen,"(2729) , (2714)",0,0,0,0
4406021,Anatoly Karpov vs. Magnus Carlsen,"(2670) , (2714)",&frac12;-&frac12;,20,2007,1. d4 Nf6 2. c4 e6 3. Nf3 b6
4406292,Peter Leko vs. Magnus Carlsen,"(2755) , (2714)",1-0,26,2007,1. d4 Nf6 2. c4 e6 3. Nf3 d5
4390661,Loek van Wely vs. Magnus Carlsen,"(2680) , (2710)",&frac12;-&frac12;,40,2007,1. Nf3 Nf6 2. c4 e6 3. g3 d5
4372232,Teimour Radjabov vs. Magnus Carlsen,"(2729) , (2690)",&frac12;-&frac12;,44,2007,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6
4406537,Arkadij Naiditsch vs. Magnus Carlsen,"(2639) , (2714)",0-1,60,0,1. d4 Nf6 2. Nf3 e6 3. g3 d5
14525451,Levon Aronian vs. Magnus Carlsen,"(2744) , (2690)",&frac12;-&frac12;,28,0,1. Nf3 Nf6 2. c4 e6 3. g3 d5
15263755,Veselin Topalov vs. Magnus Carlsen,"(2783) , (2690)",&frac12;-&frac12;,52,0,1. e4 c5 2. Nf3 Nc6 3. Bb5 e6
4404748,Vladimir Kramnik vs. Magnus Carlsen,"(2785) , (2714)",0,0,0,0
4390668,Alexander Onischuk vs. Magnus Carlsen,"(2650) , (2710)",0,0,0,0
4407566,Ivan Cheparinov vs. Magnus Carlsen,"(2670) , (2714)",0,0,0,0
4390670,Alexander Onischuk vs. Magnus Carlsen,"(2650) , (2710)",0,0,0,0
4390672,Alexander Onischuk vs. Magnus Carlsen,"(2650) , (2710)",0,0,0,0
4400404,Petr Haba vs. Magnus Carlsen,"(2525) , (2714)",0,0,0,0
15000441,Alexander Motylev vs. Magnus Carlsen,"(2647) , (2690)",0,0,0,0
4472744,Vassily Ivanchuk vs. Magnus Carlsen,"(2750) , (2690)",0,0,0,0
14879615,Vladimir Kramnik vs. Magnus Carlsen,"(2766) , (2690)",0,0,0,0
4402893,Alexei Shirov vs. Magnus Carlsen,"(2739) , (2714)",0,0,0,0
4406199,Ruslan Ponomariov vs. Magnus Carlsen,"(2705) , (2714)",0,0,0,0
4381112,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4370361,Peter Leko vs. Magnus Carlsen,"(2749) , (2690)",0,0,0,0
4405436,Peter Leko vs. Magnus Carlsen,"(2755) , (2714)",0,0,0,0
4381117,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4403902,Emil Sutovsky vs. Magnus Carlsen,"(2655) , (2714)",0,0,0,0
4381120,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4405959,Boris Savchenko vs. Magnus Carlsen,"(2583) , (2714)",0,0,0,0
4406218,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2752) , (2714)",1-0,30,2007,1. d4 d5 2. c4 c6 3. Nc3 Nf6
4473803,Levon Aronian vs. Magnus Carlsen,"(2744) , (2690)",0-1,58,2007,1. d4 d5 2. Nf3 Nf6 3. Bf4 c5
4384717,Vladimir Kramnik vs. Magnus Carlsen,"(2772) , (2693)",1-0,30,0,1. d4 d5 2. c4 c6 3. Nc3 Nf6
4472755,Peter Svidler vs. Magnus Carlsen,"(2728) , (2690)",0,0,0,0
4403663,Hannes Stefansson vs. Magnus Carlsen,"(2574) , (2714)",0,0,0,0
4384723,Shakhriyar Mamedyarov vs. Magnus Carlsen,"(2757) , (2693)",0,0,0,0
4405975,Vladimir Kramnik vs. Magnus Carlsen,"(2785) , (2714)",0,0,0,0
4475370,Steffen Pedersen vs. Magnus Carlsen,"(2439) , (2690)",0,0,0,0
4401373,Emil Sutovsky vs. Magnus Carlsen,"(2656) , (2714)",0,0,0,0
4406237,Alexey Korotylev vs. Magnus Carlsen,"(2600) , (2714)",0,0,0,0
4376543,Kaido Kulaots vs. Magnus Carlsen,"(2525) , (2693)",0,0,0,0
4377056,Irina Krush vs. Magnus Carlsen,"(2464) , (2693)",0,0,0,0
4406501,Arkadij Naiditsch vs. Magnus Carlsen,"(2639) , (2714)",0,0,0,0
4372197,Viswanathan Anand vs. Magnus Carlsen,"(2779) , (2690)",0,0,0,0
4381107,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4405427,Alexei Shirov vs. Magnus Carlsen,"(2739) , (2714)",0,0,0,0
13086080,Ruslan Ponomariov vs. Magnus Carlsen,"(2720) , (2690)",0,0,0,0
4406160,Gata Kamsky vs. Magnus Carlsen,"(2714) , (2714)",0,0,0,0
4371584,Peter Svidler vs. Magnus Carlsen,"(2728) , (2690)",0,0,0,0
4391809,Simen Agdestein vs. Magnus Carlsen,"(2582) , (2710)",0,0,0,0
4402305,Bu Xiangzhi vs. Magnus Carlsen,"(2692) , (2714)",0,0,0,0
4380035,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4402308,Sergey Karjakin vs. Magnus Carlsen,"(2694) , (2714)",0,0,0,0
4400520,Vadim Milov vs. Magnus Carlsen,"(2680) , (2714)",0,0,0,0
13086088,Ruslan Ponomariov vs. Magnus Carlsen,"(2723) , (2690)",0,0,0,0
4402313,Judit Polgar vs. Magnus Carlsen,"(2708) , (2714)",&frac12;-&frac12;,47,2007,1. d4 Nf6 2. Nf3 d5 3. c4 c6
13086092,Levon Aronian vs. Magnus Carlsen,"(2755) , (2690)",0-1,50,0,1. Nf3 Nf6 2. c4 e6 3. g3 d5
4391821,Vladimir Burmakin vs. Magnus Carlsen,"(2581) , (2710)",0,0,0,0
4402323,Veselin Topalov vs. Magnus Carlsen,"(2769) , (2714)",0,0,0,0
4405425,Vassily Ivanchuk vs. Magnus Carlsen,"(2787) , (2714)",0,0,0,0
4391829,Kjetil Aleksander Lie vs. Magnus Carlsen,"(2536) , (2710)",0,0,0,0
4372890,Alexander Morozevich vs. Magnus Carlsen,"(2741) , (2690)",0,0,0,0
4379550,Teimour Radjabov vs. Magnus Carlsen,"(2747) , (2693)",0,0,0,0
4379553,Teimour Radjabov vs. Magnus Carlsen,"(2747) , (2693)",0,0,0,0
4372899,Vladimir Kramnik vs. Magnus Carlsen,"(2766) , (2690)",0,0,0,0
4406180,Sergei Rublevsky vs. Magnus Carlsen,"(2676) , (2714)",0,0,0,0
4381093,Levon Aronian vs. Magnus Carlsen,"(2759) , (2693)",0,0,0,0
4405934,Viswanathan Anand vs. Magnus Carlsen,"(2801) , (2714)",0,0,0,0
4370351,Veselin Topalov vs. Magnus Carlsen,"(2783) , (2690)",0,0,0,0
4372912,Loek van Wely vs. Magnus Carlsen,"(2683) , (2690)",0,0,0,0
4372187,Levon Aronian vs. Magnus Carlsen,"(2744) , (2690)",0,0,0,0
4376550,Kjetil Aleksander Lie vs. Magnus Carlsen,"(2529) , (2693)",0,0,0,0
